user_id,group,purchase,revenue,session_duration,device_type
189,control,0,0.0,308,mobile
190,treatment,0,0.0,58,desktop
191,control,0,0.0,77,mobile
192,control,0,0.0,43,desktop
193,control,0,0.0,158,mobile
194,control,0,0.0,77,desktop
195,control,1,46.9,192,mobile
196,treatment,0,0.0,2,desktop
197,treatment,0,0.0,11,mobile
198,treatment,0,0.0,18,mobile
199,control,0,0.0,97,desktop
200,control,0,0.0,303,mobile
201,control,0,0.0,394,desktop
202,treatment,1,52.22,50,mobile
203,control,0,0.0,153,mobile
204,control,0,0.0,263,mobile
205,treatment,0,0.0,61,desktop
206,control,0,0.0,94,mobile
207,treatment,0,0.0,133,desktop
208,treatment,0,0.0,26,mobile
209,treatment,0,0.0,4,desktop
210,control,0,0.0,29,mobile
211,control,0,0.0,177,mobile
212,control,0,0.0,13,mobile
213,control,0,0.0,37,mobile
214,control,0,0.0,74,mobile
215,control,0,0.0,14,mobile
216,control,0,0.0,38,mobile
217,treatment,0,0.0,435,mobile
218,control,1,41.43,3,mobile
219,treatment,0,0.0,190,mobile
220,control,0,0.0,87,mobile
221,control,1,42.74,201,desktop
222,control,0,0.0,159,desktop
223,treatment,0,0.0,45,mobile
224,treatment,0,0.0,338,desktop
225,treatment,0,0.0,121,desktop
226,treatment,0,0.0,311,mobile
227,control,0,0.0,93,mobile
228,treatment,0,0.0,752,desktop
229,control,0,0.0,264,desktop
230,control,0,0.0,608,desktop
231,treatment,0,0.0,129,desktop
232,treatment,0,0.0,115,mobile
233,treatment,0,0.0,253,mobile
234,treatment,1,36.94,382,mobile
235,treatment,1,60.87,599,mobile
236,treatment,0,0.0,70,mobile
237,treatment,1,47.62,288,mobile
238,treatment,0,0.0,42,mobile
239,control,1,51.39,141,mobile
240,treatment,0,0.0,35,mobile
241,treatment,0,0.0,76,mobile
242,control,0,0.0,482,mobile
243,treatment,0,0.0,28,mobile
244,control,0,0.0,180,desktop
245,control,0,0.0,161,desktop
246,treatment,0,0.0,23,mobile
247,control,0,0.0,71,mobile
248,control,0,0.0,149,desktop
249,control,0,0.0,37,mobile
250,control,0,0.0,290,desktop
251,treatment,0,0.0,644,mobile
252,control,0,0.0,43,desktop
253,treatment,0,0.0,37,desktop
254,control,0,0.0,109,desktop
255,control,1,55.06,247,mobile
256,control,0,0.0,59,desktop
257,control,0,0.0,3,desktop
258,treatment,1,31.85,140,desktop
259,treatment,0,0.0,564,mobile
260,control,0,0.0,89,desktop
261,control,0,0.0,98,mobile
262,treatment,0,0.0,624,mobile
263,control,0,0.0,213,mobile
264,control,0,0.0,228,mobile
265,control,0,0.0,148,desktop
266,treatment,1,38.77,661,desktop
267,treatment,0,0.0,210,mobile
268,treatment,0,0.0,405,desktop
269,control,0,0.0,216,desktop
270,control,0,0.0,239,mobile
271,treatment,0,0.0,61,mobile
272,treatment,0,0.0,65,mobile
273,treatment,0,0.0,275,mobile
274,treatment,0,0.0,63,mobile
275,control,0,0.0,148,mobile
276,treatment,0,0.0,51,mobile
277,control,0,0.0,305,desktop
278,treatment,0,0.0,21,desktop
279,control,0,0.0,318,mobile
280,treatment,0,0.0,166,mobile
281,treatment,0,0.0,37,mobile
282,treatment,0,0.0,140,mobile
283,treatment,1,84.38,59,mobile
284,control,0,0.0,70,mobile
285,treatment,1,32.57,77,mobile
286,control,0,0.0,11,mobile
287,control,1,44.01,767,mobile
288,control,0,0.0,5,desktop
289,control,1,49.05,195,mobile
290,treatment,1,40.1,83,mobile
291,control,0,0.0,186,mobile
292,control,1,51.89,79,desktop
293,control,0,0.0,201,desktop
294,treatment,0,0.0,235,mobile
295,treatment,0,0.0,211,desktop
296,treatment,0,0.0,21,mobile
297,treatment,0,0.0,192,desktop
298,control,0,0.0,59,mobile
299,control,1,46.02,5,mobile
300,treatment,0,0.0,96,desktop
301,control,0,0.0,102,mobile
302,control,1,49.52,113,desktop
303,control,1,48.69,219,mobile
304,treatment,1,78.2,66,desktop
305,treatment,0,0.0,68,mobile
306,control,1,45.08,11,mobile
307,treatment,0,0.0,208,desktop
308,treatment,0,0.0,151,desktop
309,treatment,0,0.0,77,desktop
310,treatment,0,0.0,219,desktop
311,treatment,0,0.0,138,desktop
312,control,0,0.0,114,mobile
313,treatment,0,0.0,128,mobile
314,control,0,0.0,182,mobile
315,control,0,0.0,194,mobile
316,treatment,0,0.0,61,desktop
317,control,0,0.0,27,mobile
318,control,0,0.0,30,desktop
319,control,0,0.0,183,mobile
320,treatment,0,0.0,371,desktop
321,treatment,1,46.75,94,mobile
322,control,0,0.0,33,mobile
323,treatment,0,0.0,254,desktop
324,treatment,0,0.0,321,mobile
325,treatment,0,0.0,382,mobile
326,treatment,0,0.0,168,mobile
327,control,0,0.0,354,mobile
328,control,0,0.0,2,mobile
329,treatment,0,0.0,20,desktop
330,treatment,0,0.0,17,mobile
331,control,0,0.0,224,mobile
332,control,0,0.0,12,mobile
333,treatment,0,0.0,123,desktop
334,control,0,0.0,115,desktop
335,treatment,0,0.0,66,mobile
336,treatment,1,16.92,367,mobile
337,control,1,70.85,33,mobile
338,control,0,0.0,78,desktop
339,treatment,0,0.0,267,desktop
340,treatment,0,0.0,5,desktop
341,control,0,0.0,201,mobile
342,treatment,0,0.0,305,mobile
343,control,1,47.63,484,mobile
344,treatment,1,54.62,376,mobile
345,control,0,0.0,69,mobile
346,control,0,0.0,158,mobile
347,control,0,0.0,14,desktop
348,treatment,0,0.0,53,mobile
349,treatment,0,0.0,17,desktop
350,control,0,0.0,68,mobile
351,treatment,0,0.0,374,desktop
352,control,0,0.0,76,desktop
353,control,0,0.0,148,desktop
354,treatment,1,33.77,102,desktop
355,treatment,0,0.0,110,desktop
356,control,0,0.0,628,mobile
357,treatment,0,0.0,63,mobile
358,treatment,0,0.0,177,desktop
359,control,0,0.0,98,desktop
360,control,0,0.0,11,desktop
361,treatment,1,51.7,120,mobile
362,control,0,0.0,302,mobile
363,control,1,63.8,18,desktop
364,treatment,0,0.0,12,desktop
365,control,0,0.0,30,mobile
366,control,0,0.0,260,mobile
367,treatment,0,0.0,231,mobile
368,treatment,0,0.0,149,mobile
369,control,0,0.0,113,mobile
370,control,0,0.0,394,mobile
371,treatment,1,46.38,261,desktop
372,treatment,1,72.0,300,mobile
373,treatment,1,57.58,302,mobile
374,treatment,0,0.0,185,desktop
375,control,0,0.0,110,desktop
376,treatment,0,0.0,360,desktop
377,treatment,0,0.0,468,mobile
378,control,0,0.0,4,desktop
379,treatment,0,0.0,9,mobile
380,control,0,0.0,573,desktop
381,treatment,0,0.0,58,desktop
382,treatment,1,28.39,371,mobile
383,treatment,0,0.0,88,mobile
384,control,0,0.0,22,mobile
385,control,0,0.0,15,desktop
386,treatment,1,64.68,30,mobile
387,control,0,0.0,51,desktop
388,control,0,0.0,120,mobile
389,control,0,0.0,217,mobile
390,control,0,0.0,773,desktop
391,control,0,0.0,104,desktop
392,control,0,0.0,131,desktop
393,treatment,0,0.0,132,mobile
394,treatment,0,0.0,139,mobile
395,control,0,0.0,131,mobile
396,treatment,1,60.75,1,mobile
397,treatment,0,0.0,0,mobile
398,treatment,0,0.0,18,desktop
399,treatment,0,0.0,19,mobile
400,control,0,0.0,219,mobile
401,treatment,0,0.0,41,mobile
402,treatment,0,0.0,405,mobile
403,control,0,0.0,475,desktop
404,control,0,0.0,670,mobile
405,treatment,0,0.0,503,mobile
406,treatment,0,0.0,57,mobile
407,treatment,1,42.25,128,desktop
408,treatment,0,0.0,34,desktop
409,treatment,0,0.0,295,desktop
410,treatment,0,0.0,394,mobile
411,control,0,0.0,343,mobile
412,treatment,0,0.0,102,desktop
413,treatment,0,0.0,255,desktop
414,control,1,45.67,18,desktop
415,control,0,0.0,7,desktop
416,control,0,0.0,251,mobile
417,control,0,0.0,99,desktop
418,treatment,0,0.0,974,desktop
419,treatment,0,0.0,18,desktop
420,treatment,0,0.0,348,mobile
421,treatment,0,0.0,117,mobile
422,treatment,0,0.0,315,mobile
423,treatment,0,0.0,305,mobile
424,control,0,0.0,445,mobile
425,treatment,0,0.0,63,desktop
426,control,1,51.14,538,mobile
427,control,0,0.0,29,mobile
428,treatment,1,69.09,15,mobile
429,control,0,0.0,101,mobile
430,treatment,0,0.0,317,desktop
431,control,0,0.0,115,mobile
432,treatment,0,0.0,318,mobile
433,control,0,0.0,235,desktop
434,treatment,0,0.0,42,desktop
435,treatment,0,0.0,535,mobile
436,treatment,0,0.0,11,desktop
437,treatment,0,0.0,411,desktop
438,treatment,0,0.0,65,desktop
439,control,1,20.27,124,mobile
440,control,0,0.0,98,desktop
441,control,0,0.0,33,mobile
442,treatment,0,0.0,79,mobile
443,control,0,0.0,38,mobile
444,treatment,0,0.0,41,mobile
445,treatment,0,0.0,37,desktop
446,control,0,0.0,120,mobile
447,control,0,0.0,287,mobile
448,treatment,0,0.0,151,mobile
449,control,0,0.0,402,mobile
450,treatment,1,43.6,182,desktop
451,treatment,0,0.0,210,mobile
452,treatment,0,0.0,198,desktop
453,treatment,0,0.0,107,desktop
454,treatment,0,0.0,210,desktop
455,control,1,47.42,13,desktop
456,control,0,0.0,353,mobile
457,treatment,0,0.0,270,desktop
458,treatment,1,50.97,50,desktop
459,control,0,0.0,263,desktop
460,control,0,0.0,2,desktop
461,treatment,0,0.0,44,desktop
462,control,0,0.0,12,desktop
463,treatment,0,0.0,272,desktop
464,control,1,48.1,253,mobile
465,treatment,1,56.59,302,mobile
466,control,0,0.0,0,mobile
467,treatment,0,0.0,125,mobile
468,control,0,0.0,219,desktop
469,control,1,62.64,30,desktop
470,treatment,0,0.0,188,desktop
471,control,0,0.0,15,desktop
472,treatment,0,0.0,36,mobile
473,control,0,0.0,116,desktop
474,treatment,0,0.0,190,mobile
475,control,0,0.0,28,mobile
476,treatment,0,0.0,36,mobile
477,control,0,0.0,41,desktop
478,treatment,0,0.0,49,mobile
479,control,0,0.0,46,desktop
480,treatment,1,28.49,90,mobile
481,treatment,0,0.0,190,mobile
482,treatment,0,0.0,103,mobile
483,control,0,0.0,269,mobile
484,treatment,0,0.0,228,desktop
485,control,0,0.0,24,mobile
486,treatment,1,70.05,9,desktop
487,control,0,0.0,378,desktop
488,treatment,0,0.0,14,desktop
489,control,0,0.0,28,mobile
490,control,0,0.0,4,desktop
491,treatment,0,0.0,178,mobile
492,control,0,0.0,157,mobile
493,control,0,0.0,780,mobile
494,treatment,0,0.0,392,desktop
495,control,0,0.0,95,mobile
496,control,0,0.0,83,mobile
497,control,0,0.0,63,mobile
498,treatment,0,0.0,29,mobile
499,control,0,0.0,26,mobile
500,treatment,1,46.56,25,desktop
501,control,0,0.0,21,mobile
502,control,0,0.0,49,desktop
503,control,0,0.0,65,desktop
504,treatment,0,0.0,586,desktop
505,control,0,0.0,155,mobile
506,control,0,0.0,790,desktop
507,treatment,1,37.78,83,mobile
508,control,0,0.0,110,mobile
509,treatment,0,0.0,70,desktop
510,treatment,0,0.0,36,desktop
511,control,0,0.0,27,desktop
512,treatment,0,0.0,522,desktop
513,control,0,0.0,779,mobile
514,treatment,0,0.0,8,desktop
515,treatment,0,0.0,29,mobile
516,control,0,0.0,99,mobile
517,treatment,0,0.0,37,desktop
518,treatment,0,0.0,81,desktop
519,treatment,0,0.0,24,mobile
520,treatment,0,0.0,109,mobile
521,treatment,0,0.0,57,mobile
522,control,0,0.0,78,mobile
523,treatment,0,0.0,17,desktop
524,control,0,0.0,100,desktop
525,treatment,0,0.0,736,desktop
526,control,0,0.0,71,desktop
527,control,1,38.51,376,mobile
528,treatment,0,0.0,333,mobile
529,treatment,0,0.0,546,mobile
530,treatment,0,0.0,281,desktop
531,control,0,0.0,193,desktop
532,treatment,0,0.0,349,desktop
533,control,0,0.0,14,mobile
534,control,0,0.0,111,mobile
535,control,0,0.0,816,desktop
536,treatment,0,0.0,264,mobile
537,treatment,0,0.0,588,desktop
538,control,1,64.94,272,mobile
539,control,0,0.0,374,mobile
540,treatment,0,0.0,220,desktop
541,control,0,0.0,257,mobile
542,treatment,1,30.96,133,desktop
543,control,0,0.0,464,desktop
544,treatment,0,0.0,313,mobile
545,control,0,0.0,334,desktop
546,treatment,0,0.0,201,mobile
547,control,0,0.0,65,mobile
548,treatment,0,0.0,6,desktop
549,treatment,0,0.0,493,mobile
550,control,0,0.0,158,mobile
551,control,0,0.0,63,desktop
552,treatment,0,0.0,29,mobile
553,control,0,0.0,318,desktop
554,treatment,0,0.0,325,desktop
555,control,0,0.0,303,mobile
556,treatment,1,59.24,186,mobile
557,treatment,0,0.0,82,mobile
558,treatment,0,0.0,65,mobile
559,treatment,0,0.0,1,desktop
560,treatment,1,54.42,322,desktop
561,treatment,0,0.0,16,mobile
562,control,0,0.0,179,desktop
563,control,0,0.0,126,desktop
564,control,0,0.0,134,mobile
565,treatment,0,0.0,470,desktop
566,treatment,0,0.0,5,desktop
567,treatment,0,0.0,267,mobile
568,treatment,1,28.9,9,mobile
569,control,0,0.0,7,desktop
570,control,0,0.0,101,mobile
571,treatment,0,0.0,11,mobile
572,control,0,0.0,280,desktop
573,control,0,0.0,135,desktop
574,treatment,0,0.0,5,mobile
575,control,0,0.0,7,mobile
576,treatment,1,55.72,170,mobile
577,control,1,64.96,295,mobile
578,treatment,0,0.0,103,mobile
579,treatment,0,0.0,145,mobile
580,treatment,1,44.63,289,mobile
581,treatment,0,0.0,169,mobile
582,control,1,31.85,45,mobile
583,treatment,0,0.0,170,mobile
584,treatment,0,0.0,178,mobile
585,treatment,0,0.0,238,mobile
586,control,0,0.0,174,desktop
587,treatment,0,0.0,626,mobile
588,control,0,0.0,39,desktop
589,treatment,0,0.0,543,desktop
590,control,0,0.0,139,mobile
591,control,0,0.0,200,desktop
592,treatment,1,63.23,18,mobile
593,control,0,0.0,86,mobile
594,treatment,0,0.0,264,mobile
595,treatment,0,0.0,220,mobile
596,treatment,0,0.0,7,mobile
597,control,1,75.39,142,mobile
598,control,0,0.0,16,desktop
599,treatment,0,0.0,987,desktop
600,treatment,0,0.0,409,mobile
601,control,0,0.0,3,mobile
602,treatment,0,0.0,352,mobile
603,treatment,1,44.47,453,mobile
604,treatment,0,0.0,78,desktop
605,control,0,0.0,228,mobile
606,control,0,0.0,105,mobile
607,control,0,0.0,191,desktop
608,treatment,0,0.0,74,desktop
609,treatment,0,0.0,70,mobile
610,treatment,0,0.0,99,mobile
611,control,0,0.0,28,mobile
612,treatment,0,0.0,320,mobile
613,treatment,0,0.0,77,mobile
614,treatment,0,0.0,91,mobile
615,treatment,0,0.0,404,desktop
616,control,0,0.0,123,mobile
617,control,0,0.0,141,mobile
618,treatment,0,0.0,564,mobile
619,control,0,0.0,392,mobile
620,control,0,0.0,33,desktop
621,treatment,0,0.0,115,mobile
622,treatment,0,0.0,639,mobile
623,control,0,0.0,83,mobile
624,treatment,0,0.0,83,mobile
625,control,0,0.0,39,mobile
626,treatment,0,0.0,21,mobile
627,control,0,0.0,242,mobile
628,treatment,0,0.0,264,mobile
629,control,1,55.87,625,mobile
630,control,0,0.0,267,desktop
631,control,0,0.0,50,desktop
632,treatment,0,0.0,7,desktop
633,control,1,55.96,761,desktop
634,control,0,0.0,74,mobile
635,treatment,0,0.0,67,desktop
636,treatment,0,0.0,425,mobile
637,control,0,0.0,158,mobile
638,control,0,0.0,43,mobile
639,treatment,0,0.0,395,mobile
640,treatment,0,0.0,902,desktop
641,treatment,0,0.0,16,mobile
642,treatment,1,70.19,356,mobile
643,treatment,0,0.0,89,mobile
644,control,0,0.0,133,mobile
645,treatment,0,0.0,443,mobile
646,control,0,0.0,652,mobile
647,control,1,72.13,54,mobile
648,control,0,0.0,43,desktop
649,treatment,0,0.0,15,mobile
650,control,0,0.0,148,mobile
651,control,0,0.0,2,desktop
652,treatment,0,0.0,95,desktop
653,control,0,0.0,13,mobile
654,control,0,0.0,93,mobile
655,treatment,0,0.0,7,desktop
656,control,0,0.0,324,mobile
657,control,1,40.87,42,mobile
658,control,0,0.0,71,mobile
659,treatment,0,0.0,367,desktop
660,treatment,0,0.0,246,desktop
661,treatment,0,0.0,44,desktop
662,control,0,0.0,13,mobile
663,control,0,0.0,226,mobile
664,treatment,0,0.0,89,mobile
665,control,0,0.0,261,desktop
666,control,0,0.0,106,desktop
667,treatment,1,71.47,76,mobile
668,treatment,0,0.0,108,desktop
669,control,0,0.0,248,mobile
670,control,0,0.0,418,mobile
671,control,0,0.0,9,desktop
672,treatment,0,0.0,133,mobile
673,treatment,0,0.0,6,mobile
674,treatment,0,0.0,113,mobile
675,treatment,0,0.0,389,desktop
676,control,0,0.0,80,desktop
677,treatment,0,0.0,485,desktop
678,treatment,1,40.88,179,desktop
679,treatment,0,0.0,489,mobile
680,treatment,0,0.0,254,mobile
681,treatment,0,0.0,19,desktop
682,control,0,0.0,47,mobile
683,control,0,0.0,90,desktop
684,treatment,0,0.0,33,desktop
685,control,0,0.0,122,desktop
686,treatment,0,0.0,114,mobile
687,treatment,0,0.0,563,mobile
688,control,0,0.0,102,desktop
689,control,0,0.0,277,desktop
690,treatment,0,0.0,512,desktop
691,treatment,0,0.0,377,mobile
692,treatment,1,64.44,42,mobile
693,control,1,31.61,123,desktop
694,treatment,0,0.0,76,desktop
695,treatment,0,0.0,91,desktop
696,treatment,0,0.0,80,mobile
697,control,1,66.34,315,desktop
698,treatment,1,85.48,108,mobile
699,treatment,0,0.0,133,desktop
700,control,0,0.0,727,mobile
701,treatment,0,0.0,11,mobile
702,treatment,0,0.0,120,desktop
703,control,0,0.0,267,mobile
704,treatment,1,49.41,29,mobile
705,control,0,0.0,170,mobile
706,control,0,0.0,49,desktop
707,treatment,1,55.6,363,mobile
708,treatment,0,0.0,71,mobile
709,treatment,0,0.0,71,desktop
710,treatment,0,0.0,164,mobile
711,control,0,0.0,36,mobile
712,treatment,0,0.0,60,mobile
713,control,0,0.0,97,desktop
714,treatment,0,0.0,78,mobile
715,treatment,0,0.0,133,desktop
716,treatment,0,0.0,164,mobile
717,control,0,0.0,150,desktop
718,treatment,0,0.0,191,desktop
719,treatment,0,0.0,66,mobile
720,treatment,0,0.0,24,mobile
721,treatment,0,0.0,257,desktop
722,control,0,0.0,342,mobile
723,treatment,0,0.0,53,desktop
724,control,0,0.0,94,mobile
725,control,0,0.0,124,desktop
726,control,1,76.98,137,mobile
727,control,0,0.0,193,desktop
728,control,0,0.0,7,mobile
729,control,0,0.0,230,mobile
730,treatment,0,0.0,11,mobile
731,control,0,0.0,113,mobile
732,control,0,0.0,316,mobile
733,control,0,0.0,108,mobile
734,treatment,0,0.0,29,desktop
735,treatment,0,0.0,756,mobile
736,control,0,0.0,396,desktop
737,treatment,0,0.0,265,mobile
738,control,1,73.04,95,mobile
739,control,0,0.0,36,mobile
740,treatment,0,0.0,510,desktop
741,control,0,0.0,136,desktop
742,treatment,0,0.0,344,mobile
743,treatment,0,0.0,75,desktop
744,control,0,0.0,73,mobile
745,control,0,0.0,762,mobile
746,treatment,0,0.0,132,mobile
747,control,0,0.0,27,mobile
748,control,0,0.0,44,mobile
749,control,0,0.0,118,desktop
750,treatment,0,0.0,7,mobile
751,treatment,0,0.0,111,desktop
752,control,0,0.0,97,mobile
753,treatment,0,0.0,272,mobile
754,treatment,0,0.0,78,desktop
755,treatment,0,0.0,728,desktop
756,treatment,0,0.0,35,desktop
757,treatment,0,0.0,160,mobile
758,control,0,0.0,16,desktop
759,control,0,0.0,238,desktop
760,control,1,41.75,945,mobile
761,treatment,0,0.0,307,mobile
762,treatment,0,0.0,146,mobile
763,control,0,0.0,119,mobile
764,treatment,0,0.0,324,mobile
765,control,0,0.0,494,desktop
766,control,0,0.0,815,mobile
767,control,0,0.0,90,desktop
768,treatment,0,0.0,846,desktop
769,treatment,0,0.0,30,mobile
770,control,0,0.0,52,mobile
771,control,0,0.0,16,mobile
772,control,0,0.0,57,desktop
773,control,0,0.0,262,desktop
774,treatment,0,0.0,345,mobile
775,treatment,0,0.0,271,desktop
776,control,0,0.0,179,mobile
777,control,0,0.0,129,desktop
778,treatment,0,0.0,222,mobile
779,treatment,0,0.0,89,mobile
780,control,0,0.0,331,mobile
781,control,0,0.0,203,mobile
782,control,0,0.0,215,mobile
783,treatment,1,16.7,138,desktop
784,treatment,1,29.0,389,mobile
785,treatment,0,0.0,52,desktop
786,control,0,0.0,86,mobile
787,control,0,0.0,270,desktop
788,treatment,0,0.0,122,desktop
789,treatment,1,71.93,396,desktop
790,control,0,0.0,76,mobile
791,treatment,0,0.0,82,mobile
792,treatment,1,71.43,395,desktop
793,control,0,0.0,112,mobile
794,treatment,0,0.0,130,mobile
795,control,1,20.55,72,mobile
796,control,0,0.0,58,desktop
797,control,0,0.0,192,desktop
798,control,0,0.0,22,desktop
799,control,0,0.0,380,mobile
800,control,0,0.0,271,mobile
801,control,0,0.0,38,desktop
802,treatment,1,66.3,213,mobile
803,control,0,0.0,166,mobile
804,control,0,0.0,36,mobile
805,treatment,0,0.0,57,mobile
806,treatment,0,0.0,94,mobile
807,treatment,0,0.0,216,mobile
808,control,0,0.0,183,mobile
809,treatment,0,0.0,136,mobile
810,control,0,0.0,263,desktop
811,control,0,0.0,255,mobile
812,control,0,0.0,173,mobile
813,control,0,0.0,278,desktop
814,treatment,0,0.0,73,desktop
815,treatment,0,0.0,383,mobile
816,control,0,0.0,171,desktop
817,control,0,0.0,311,mobile
818,control,0,0.0,142,mobile
819,treatment,0,0.0,44,mobile
